"Nummer";"Län (lokal)";"Art";"Datum";"Vatten";"Sweref99 N (Vatten)";"Sweref99 E (Vatten)";"Lokal";"sweref99N";"sweref99E";"Metodik";"Förekomst"
10090;"Jönköpings län";"Signalkräfta";"1988-12-30";"PELIKROKEN";6355686;467464;"Pelikroken";6355686;467464;"Enkät";"Finns troligen"
10091;"Jönköpings län";"Signalkräfta";"1993-12-31";"PADDINGETORPASJÖN";6351221;498186;"Paddingetorpagöl.";6351221;498186;"Enkät";"Säker"
10092;"Jönköpings län";"Signalkräfta";"1992-12-31";"NÖBBELESJÖN";6367720;500279;"Nöbbelesjön";6367720;500279;"Enkät";"Finns troligen"
10093;"Jönköpings län";"Signalkräfta";"1995-12-31";"NÄSTASJÖN";6340463;435458;"Nästasjön";6340463;435458;"Enkät";"Säker"
10094;"Jönköpings län";"Signalkräfta";"1993-12-31";"NÄSTASJÖN";6340463;435458;"Nästasjön";6340463;435458;"Enkät";"Säker"
10095;"Jönköpings län";"Signalkräfta";"1992-12-30";"NÄSTASJÖN";6340463;435458;"Nästasjön";6340463;435458;"Enkät";"Säker"
10096;"Jönköpings län";"Signalkräfta";"1995-12-31";"NÄSSJASJÖN";6391181;522083;"Nässjasjön";6391181;522083;"Enkät";"Säker"
10097;"Jönköpings län";"Signalkräfta";"1993-12-31";"NÄSSJASJÖN";6391181;522083;"Nässjasjön";6391181;522083;"Enkät";"Finns troligen"
10098;"Jönköpings län";"Signalkräfta";"1992-12-30";"NÄSSJASJÖN";6391181;522083;"Nässjasjön";6391181;522083;"Enkät";"Säker"
10099;"Jönköpings län";"Signalkräfta";"1995-12-31";"NÄSSJAGÖLEN";6351556;505369;"Nässjagölen";6351556;505369;"Enkät";"Säker"
10100;"Jönköpings län";"Signalkräfta";"1993-12-31";"NÄSSJAGÖLEN";6351556;505369;"Nässjagölen";6351556;505369;"Enkät";"Finns troligen"
10101;"Jönköpings län";"Signalkräfta";"1992-12-30";"NÄSSJAGÖLEN";6351556;505369;"Nässjagölen";6351556;505369;"Enkät";"Säker"
10102;"Jönköpings län";"Signalkräfta";"1995-12-31";"NORRSJÖN";6350128;472578;"Norrsjön";6350128;472578;"Enkät";"Säker"
10103;"Jönköpings län";"Signalkräfta";"1993-12-31";"NORRSJÖN";6350128;472578;"Norrsjön";6350128;472578;"Enkät";"Säker"
10104;"Jönköpings län";"Signalkräfta";"1995-12-31";"NORRSJÖN";6355775;480958;"Norrsjön";6355775;480958;"Enkät";"Säker"
10105;"Jönköpings län";"Signalkräfta";"1993-12-31";"NORRSJÖN";6355775;480958;"Norrsjön";6355775;480958;"Enkät";"Säker"
10106;"Jönköpings län";"Signalkräfta";"1993-08-01";"NORRSJÖN";6355775;480958;"Norrsjön";6355775;480958;"Enkät";"Säker"
10107;"Jönköpings län";"Signalkräfta";"1995-12-31";"NORRESJÖ";6375119;459977;"Norresjö";6375119;459977;"Enkät";"Säker"
10108;"Jönköpings län";"Signalkräfta";"1993-12-31";"NORRESJÖ";6375119;459977;"Norresjö";6375119;459977;"Enkät";"Säker"
10109;"Jönköpings län";"Signalkräfta";"1992-12-30";"NORRESJÖ";6375119;459977;"Norresjö";6375119;459977;"Enkät";"Säker"
10110;"Jönköpings län";"Signalkräfta";"1993-12-31";"NORRASJÖN";6372565;470543;"Norrasjön";6372565;470543;"Enkät";"Säker"
10198;"Jönköpings län";"Signalkräfta";"1993-12-31";"HUNSNÄSEN";6391894;498832;"Hunsnäsen";6391894;498832;"Enkät";"Säker"
10199;"Jönköpings län";"Signalkräfta";"1994-12-31";"HOVGÖL";6436350;483938;"Hovgöl";6436350;483938;"Enkät";"Säker"
10200;"Jönköpings län";"Signalkräfta";"1994-12-30";"HOVGÖL";6436350;483938;"Hovgöl";6436350;483938;"Enkät";"Säker"
10201;"Jönköpings län";"Signalkräfta";"1995-12-31";"HOLMSJÖN";6359010;480640;"Holmsjön";6359010;480640;"Enkät";"Säker"
10202;"Jönköpings län";"Signalkräfta";"1993-12-31";"HOLMSJÖN";6359010;480640;"Holmsjön";6359010;480640;"Enkät";"Säker"
10203;"Jönköpings län";"Signalkräfta";"1992-12-30";"HOLKEN";6328078;385518;"Holken";6328078;385518;"Enkät";"Säker"
10204;"Jönköpings län";"Signalkräfta";"1993-12-31";"HOKASJÖN";6377574;456259;"Hokasjön";6377574;456259;"Enkät";"Säker"
10205;"Jönköpings län";"Signalkräfta";"1993-12-31";"HJÄRTNÄSASJÖN";6358463;480007;"Hjärtnäsasjön";6358463;480007;"Enkät";"Säker"
10206;"Jönköpings län";"Signalkräfta";"1995-12-31";"HJÄLTEN";6387664;520565;"Hjälten";6387664;520565;"Enkät";"Säker"
10207;"Jönköpings län";"Signalkräfta";"1993-12-31";"HJÄLTEN";6387664;520565;"Hjälten";6387664;520565;"Enkät";"Finns troligen"
10208;"Jönköpings län";"Signalkräfta";"1992-12-30";"HJÄLTEN";6387664;520565;"Hjälten";6387664;520565;"Enkät";"Säker"
10209;"Jönköpings län";"Signalkräfta";"1988-12-30";"HJÄLTEN";6387664;520565;"Hjälten";6387664;520565;"Enkät";"Säker"
10210;"Jönköpings län";"Signalkräfta";"1984-07-30";"HJÄLTEN";6387664;520565;"Hjälten";6387664;520565;"Enkät";"Säker"
10211;"Jönköpings län";"Signalkräfta";"1973-08-21";"HJÄLTEN";6387664;520565;"Hjälten";6387664;520565;"Enkät";"Säker"
10212;"Jönköpings län";"Signalkräfta";"1999-04-26";"HILLEN";6346143;473695;"Hillen";6346143;473695;"Enkät";"Säker"
10213;"Jönköpings län";"Signalkräfta";"1999-04-25";"HILLEN";6346143;473695;"Hillen";6346143;473695;"Enkät";"Säker"
10214;"Jönköpings län";"Signalkräfta";"1993-12-31";"HILLEN";6346143;473695;"Hillen";6346143;473695;"Enkät";"Säker"
10215;"Jönköpings län";"Signalkräfta";"1995-12-31";"HERRESTADSJÖN";6339264;432954;"Herrestadssjön";6339264;432954;"Enkät";"Säker"
10216;"Jönköpings län";"Signalkräfta";"1993-12-31";"HERRESTADSJÖN";6339264;432954;"Herrestadssjön";6339264;432954;"Enkät";"Säker"
10217;"Jönköpings län";"Signalkräfta";"1993-12-30";"HERRESTADSJÖN";6339264;432954;"Herrestadssjön";6339264;432954;"Enkät";"Finns troligen"
10218;"Jönköpings län";"Signalkräfta";"1992-12-30";"HERRESTADSJÖN";6339264;432954;"Herrestadssjön";6339264;432954;"Enkät";"Säker"
10219;"Jönköpings län";"Signalkräfta";"1995-12-31";"HENSJÖN";6327517;387084;"Hensjön";6327517;387084;"Enkät";"Säker"
10220;"Jönköpings län";"Signalkräfta";"1992-12-29";"HENSJÖN";6327517;387084;"Hensjön";6327517;387084;"Enkät";"Säker"
10221;"Jönköpings län";"Signalkräfta";"1992-12-28";"HENSJÖN";6327517;387084;"Hensjön";6327517;387084;"Enkät";"Säker"
10222;"Jönköpings län";"Signalkräfta";"1996-12-30";"HEMSJÖN";6392840;514506;"Hemsjön";6392840;514506;"Enkät";"Säker"
10223;"Jönköpings län";"Signalkräfta";"1996-12-29";"HEMSJÖN";6392840;514506;"Hemsjön";6392840;514506;"Enkät";"Säker"
10224;"Jönköpings län";"Signalkräfta";"1993-12-31";"HEMSJÖN";6392840;514506;"Hemsjön";6392840;514506;"Enkät";"Finns troligen"
10225;"Jönköpings län";"Signalkräfta";"1995-12-31";"HELGASJÖN";6313960;458812;"Helgasjön";6313960;458812;"Enkät";"Säker"
10226;"Jönköpings län";"Signalkräfta";"1993-12-31";"HELGASJÖN";6313960;458812;"Helgasjön";6313960;458812;"Enkät";"Säker"
10227;"Jönköpings län";"Signalkräfta";"1992-12-30";"HELGASJÖN";6313960;458812;"Helgasjön";6313960;458812;"Enkät";"Säker"
10228;"Jönköpings län";"Signalkräfta";"1996-12-30";"HAVRAVIKSSJÖN";6384995;499534;"Havravikssjön";6384995;499534;"Enkät";"Säker"
10229;"Jönköpings län";"Signalkräfta";"1996-12-29";"HAVRAVIKSSJÖN";6384995;499534;"Havravikssjön";6384995;499534;"Enkät";"Säker"
10230;"Jönköpings län";"Signalkräfta";"1993-12-31";"HAVRAVIKSSJÖN";6384995;499534;"Havravikssjön";6384995;499534;"Enkät";"Finns troligen"
10231;"Jönköpings län";"Signalkräfta";"1976-12-30";"HAVRAVIKSSJÖN";6384995;499534;"Havravikssjön";6384995;499534;"Enkät";"Säker"
10232;"Jönköpings län";"Signalkräfta";"1993-12-31";"HAMNARYDSSJÖN";6394255;490587;"Hamnarydssjön";6394255;490587;"Enkät";"Säker"
10233;"Jönköpings län";"Signalkräfta";"1993-12-31";"HAGASJÖN";6370435;484733;"Hagasjön";6370435;484733;"Enkät";"Finns troligen"
10234;"Jönköpings län";"Signalkräfta";"1993-12-31";"GÅRDSSJÖN";6396240;445712;"Gårdssjön";6396240;445712;"Enkät";"Säker"
10235;"Jönköpings län";"Signalkräfta";"1995-12-31";"GYSJÖN";6389914;495357;"Gysjön";6389914;495357;"Enkät";"Säker"
10236;"Jönköpings län";"Signalkräfta";"1993-12-31";"GYSJÖN";6389914;495357;"Gysjön";6389914;495357;"Enkät";"Säker"
10237;"Jönköpings län";"Signalkräfta";"2000-12-31";"GUNNEN";6337653;435352;"Gunnen";6337653;435352;"Enkät";"Finns troligen"
10238;"Jönköpings län";"Signalkräfta";"1998-03-26";"GRUMLAN";6361789;504238;"Grumlan";6361789;504238;"Enkät";"Säker"
10239;"Jönköpings län";"Signalkräfta";"1998-02-22";"GRUMLAN";6361789;504238;"Grumlan";6361789;504238;"Enkät";"Säker"
10240;"Jönköpings län";"Signalkräfta";"1994-09-01";"GRUMLAN";6361789;504238;"Grumlan";6361789;504238;"Enkät";"Säker"
10241;"Jönköpings län";"Signalkräfta";"1993-12-31";"GRUMLAN";6361789;504238;"Grumlan";6361789;504238;"Enkät";"Säker"
10242;"Jönköpings län";"Signalkräfta";"1993-12-31";"GRAVSJÖN";6418621;498574;"Gravsjön";6418621;498574;"Enkät";"Säker"
10243;"Jönköpings län";"Signalkräfta";"1971-12-31";"GRAVSJÖN";6425797;433935;"Gravsjön";6425797;433935;"Enkät";"Säker"
10244;"Jönköpings län";"Signalkräfta";"1993-12-31";"GRANSJÖN";6348755;499304;"Gransjön";6348755;499304;"Enkät";"Säker"
10245;"Jönköpings län";"Signalkräfta";"1995-12-31";"GRANSJÖN";6354263;495880;"Gransjön";6354263;495880;"Enkät";"Säker"
10246;"Jönköpings län";"Signalkräfta";"1993-12-31";"GRANSJÖN";6354263;495880;"Gransjön";6354263;495880;"Enkät";"Säker"
10247;"Jönköpings län";"Signalkräfta";"1992-12-30";"GRANSJÖN";6354263;495880;"Gransjön";6354263;495880;"Enkät";"Säker"
10248;"Jönköpings län";"Signalkräfta";"1993-12-31";"GODEBRUNNASJÖN";6435181;474775;"Godebrunnasjön";6435181;474775;"Enkät";"Säker"
10249;"Jönköpings län";"Signalkräfta";"1993-12-31";"GISSMUNDEN";6346959;480093;"Gissmunden";6346959;480093;"Enkät";"Säker"
10250;"Jönköpings län";"Signalkräfta";"1995-12-31";"GISSHULTASJÖN";6384970;487299;"Gisshultasjön";6384970;487299;"Enkät";"Säker"
10251;"Jönköpings län";"Signalkräfta";"1993-12-31";"GISSHULTASJÖN";6384970;487299;"Gisshultasjön";6384970;487299;"Enkät";"Finns troligen"
10252;"Jönköpings län";"Signalkräfta";"1992-12-30";"GISSHULTASJÖN";6384970;487299;"Gisshultasjön";6384970;487299;"Enkät";"Säker"
10253;"Jönköpings län";"Signalkräfta";"1988-12-30";"GISSHULTASJÖN";6384970;487299;"Gisshultasjön";6384970;487299;"Enkät";"Säker"
10254;"Jönköpings län";"Signalkräfta";"1993-12-31";"FÖRSJÖN";6390474;507166;"Försjön";6390474;507166;"Enkät";"Säker"
10255;"Jönköpings län";"Signalkräfta";"1995-12-30";"FÄLLESJÖN";6371668;456409;"Fällesjön";6371668;456409;"Enkät";"Säker"
10256;"Jönköpings län";"Signalkräfta";"1995-08-31";"FÄLLESJÖN";6371668;456409;"Fällesjön";6371668;456409;"Enkät";"Säker"
10257;"Jönköpings län";"Signalkräfta";"1999-12-31";"FURUSJÖN";6345649;479239;"Furusjön";6345649;479239;"Enkät";"Säker"
10258;"Jönköpings län";"Signalkräfta";"1993-12-31";"FURUSJÖN";6345649;479239;"Furusjön";6345649;479239;"Enkät";"Säker"
10259;"Jönköpings län";"Signalkräfta";"1995-12-31";"FUREN";6325353;449271;"Furen";6325353;449271;"Enkät";"Finns troligen"
10260;"Jönköpings län";"Signalkräfta";"1995-12-30";"FUREN";6325353;449271;"Furen";6325353;449271;"Enkät";"Finns troligen"
10261;"Jönköpings län";"Signalkräfta";"1993-12-31";"FRISSJÖN";6347495;487384;"Frissjön";6347495;487384;"Enkät";"Säker"
10262;"Jönköpings län";"Signalkräfta";"1992-12-30";"FRISSJÖN";6347495;487384;"Frissjön";6347495;487384;"Enkät";"Säker"
10263;"Jönköpings län";"Signalkräfta";"1993-12-31";"FLÖGEN";6365081;500300;"Flögen";6365081;500300;"Enkät";"Säker"
10264;"Jönköpings län";"Signalkräfta";"1972-09-23";"FLÖGEN";6365081;500300;"Flögen";6365081;500300;"Enkät";"Säker"
10265;"Jönköpings län";"Signalkräfta";"1998-07-13";"FLISBYSJÖN";6402814;489886;"Flisbysjön";6402814;489886;"Enkät";"Säker"
10266;"Jönköpings län";"Signalkräfta";"1993-12-31";"FLISBYSJÖN";6402814;489886;"Flisbysjön";6402814;489886;"Enkät";"Säker"
10267;"Jönköpings län";"Signalkräfta";"1998-12-31";"FLAGESJÖN";6357519;510856;"Flagesjön";6357519;510856;"Enkät";"Säker"
10268;"Jönköpings län";"Signalkräfta";"1993-12-31";"FATABUREN";6341475;497341;"Fataburen";6341475;497341;"Enkät";"Säker"
10269;"Jönköpings län";"Signalkräfta";"1995-08-28";"FALLASJÖN";6375152;468643;"Fallasjön";6375152;468643;"Enkät";"Säker"
10270;"Jönköpings län";"Signalkräfta";"1988-12-30";"ELSABOSJÖN";6393247;425166;"Elsabosjön";6393247;425166;"Enkät";"Finns troligen"
10271;"Jönköpings län";"Signalkräfta";"1993-12-31";"EKSJÖHOVGÅRDSSJÖN";6360431;480733;"Eksjöhovgårdssjön";6360431;480733;"Enkät";"Säker"
10272;"Jönköpings län";"Signalkräfta";"1995-12-31";"EDSESJÖN";6353040;500663;"Edsesjön";6353040;500663;"Enkät";"Finns troligen"
10273;"Jönköpings län";"Signalkräfta";"1993-12-31";"EDSESJÖN";6353040;500663;"Edsesjön";6353040;500663;"Enkät";"Finns troligen"
10274;"Jönköpings län";"Signalkräfta";"1988-12-31";"EDSESJÖN";6353040;500663;"Edsesjön";6353040;500663;"Enkät";"Säker"
10275;"Jönköpings län";"Signalkräfta";"1993-12-31";"ECKERN";6386615;450004;"Eckern";6386615;450004;"Enkät";"Säker"
10276;"Jönköpings län";"Signalkräfta";"1995-12-31";"BÄCKAFALLASJÖN";6385668;478774;"Bäckafallasjön";6385668;478774;"Enkät";"Finns troligen"
10277;"Jönköpings län";"Signalkräfta";"1988-12-31";"BÄCKAFALLASJÖN";6385668;478774;"Bäckafallasjön";6385668;478774;"Enkät";"Säker"
10278;"Jönköpings län";"Signalkräfta";"1993-12-31";"BRUSAÅN";6384937;537572;"Brusaån";6384937;537572;"Enkät";"Säker"
10279;"Jönköpings län";"Signalkräfta";"1993-12-31";"BRUSAÅN";6384937;537572;"Häljarp";6387365;526344;"Enkät";"Säker"
10280;"Jönköpings län";"Signalkräfta";"1993-12-31";"BRUSAÅN";6384937;537572;"Bruzaån, hässelby 1:59";6384937;537572;"Enkät";"Säker"
10281;"Jönköpings län";"Signalkräfta";"1995-12-31";"BRUNNSHULTADAMMEN";6370699;508701;"Brunnshultada.";6370699;508701;"Enkät";"Säker"
10282;"Jönköpings län";"Signalkräfta";"1980-12-29";"BRUNNSHULTADAMMEN";6370699;508701;"Brunnshultada.";6370699;508701;"Enkät";"Säker"
10283;"Jönköpings län";"Signalkräfta";"1993-12-31";"BRUKSDAMMEN";6388657;515795;"Bruksdammen";6388657;515795;"Enkät";"Säker"
10284;"Jönköpings län";"Signalkräfta";"1993-12-31";"BROHULTASJÖN";6348973;470403;"Brohultasjön";6348973;470403;"Enkät";"Säker"
10285;"Jönköpings län";"Signalkräfta";"1992-12-30";"BROHULTASJÖN";6348973;470403;"Brohultasjön";6348973;470403;"Enkät";"Säker"
10286;"Jönköpings län";"Signalkräfta";"1993-12-31";"BOTILSTORPSGÖLEN";6432088;479411;"Botilstorpsgölen";6432088;479411;"Enkät";"Säker"
10287;"Jönköpings län";"Signalkräfta";"1993-12-31";"BOHULTASJÖN";6416741;480084;"Bohultasjön";6416741;480084;"Enkät";"Säker"
10288;"Jönköpings län";"Signalkräfta";"1993-12-31";"BOGLÖSASJÖN";6369207;448652;"Boglösasjön";6369207;448652;"Enkät";"Finns troligen"
10289;"Jönköpings län";"Signalkräfta";"1993-12-31";"BODASJÖN";6355453;506043;"Bodasjön";6355453;506043;"Enkät";"Säker"
10290;"Jönköpings län";"Signalkräfta";"1995-12-31";"BODASJÖN";6378929;501356;"Bodasjön";6378929;501356;"Enkät";"Säker"
10291;"Jönköpings län";"Signalkräfta";"1993-12-31";"BODASJÖN";6378929;501356;"Bodasjön";6378929;501356;"Enkät";"Säker"
10292;"Jönköpings län";"Signalkräfta";"1993-12-31";"BODANÄSASJÖN";6383157;485351;"Bodanäsasjön";6383157;485351;"Enkät";"Säker"
10293;"Jönköpings län";"Signalkräfta";"1993-12-31";"BJÖRNSKOGSSJÖN";6354276;480996;"Björnskogssjön";6354276;480996;"Enkät";"Säker"
10294;"Jönköpings län";"Signalkräfta";"1995-12-31";"BJÖRNSHULTASJÖN";6388353;503673;"Björnshultasjön";6388353;503673;"Enkät";"Säker"
10295;"Jönköpings län";"Signalkräfta";"1993-12-31";"BJÖRNSHULTASJÖN";6388353;503673;"Björnshultasjön";6388353;503673;"Enkät";"Säker"
10296;"Jönköpings län";"Signalkräfta";"1988-12-30";"BJÖRNSHULTASJÖN";6388353;503673;"Björnshultasjön";6388353;503673;"Enkät";"Säker"
10297;"Jönköpings län";"Signalkräfta";"1993-12-31";"BJÖRNFÄLLEGÖL";6352661;480495;"Björnfällegölen";6352661;480495;"Enkät";"Säker"
10298;"Jönköpings län";"Signalkräfta";"1995-12-31";"BJÄLLEBOSJÖN";6365744;466026;"Bjällebosjön";6365744;466026;"Enkät";"Säker"
10299;"Jönköpings län";"Signalkräfta";"1994-08-02";"BJÄLLEBOSJÖN";6365744;466026;"Bjällebosjön";6365744;466026;"Enkät";"Säker"
10300;"Jönköpings län";"Signalkräfta";"1995-12-31";"BARNARPASJÖN";6397255;451147;"Barnarpasjön";6397255;451147;"Enkät";"Finns troligen"
10301;"Jönköpings län";"Signalkräfta";"1971-12-30";"BARNARPASJÖN";6397255;451147;"Barnarpasjön";6397255;451147;"Enkät";"Finns troligen"
10302;"Jönköpings län";"Signalkräfta";"1993-12-31";"AXAMOSJÖN";6404334;444626;"Axamosjön";6404334;444626;"Enkät";"Säker"
10303;"Jönköpings län";"Signalkräfta";"1988-12-29";"AXAMOSJÖN";6404334;444626;"Axamosjön";6404334;444626;"Enkät";"Säker"
10304;"Jönköpings län";"Signalkräfta";"1995-12-31";"ASPÖ DAMM";6365476;515060;"Aspödamm";6365476;515060;"Enkät";"Säker"
10305;"Jönköpings län";"Signalkräfta";"1993-12-31";"ANEBYSJÖN";6409140;488911;"Anebysjön";6409140;488911;"Enkät";"Säker"
10306;"Jönköpings län";"Signalkräfta";"1995-12-31";"ANDSJÖN";6410432;428710;"Andsjön";6410432;428710;"Enkät";"Säker"
10307;"Jönköpings län";"Signalkräfta";"1971-07-07";"ANDSJÖN";6410432;428710;"Andsjön";6410432;428710;"Enkät";"Finns troligen"
10308;"Jönköpings län";"Signalkräfta";"1993-12-31";"ALLSARPASJÖN";6348214;470442;"Allsarpasjön";6348214;470442;"Enkät";"Säker"
10309;"Jönköpings län";"Signalkräfta";"1993-12-31";"ALESJÖ";6365426;529346;"Alesjö/gnyltån";6365426;529346;"Enkät";"Säker"
10310;"Jönköpings län";"Signalkräfta";"1993-12-31";"ADELÖVSJÖN";6432278;480278;"Adelövssjön";6432278;480278;"Enkät";"Säker"
10311;"Jönköpings län";"Signalkräfta";"1993-12-31";"ABBORRAGÖLEN";6376858;454109;"Abborragölen";6376858;454109;"Enkät";"Säker"
10312;"Jönköpings län";"Signalkräfta";"2000-12-31";"ABBORRAGÖL";6380306;438005;"Abborragölen";6380306;438005;"Enkät";"Säker"
10313;"Jönköpings län";"Signalkräfta";"1999-09-28";"FJÄRASJÖ";6385218;514896;"Fjära sjö";6385218;514896;"Enkät";"Säker"
10314;"Jönköpings län";"Signalkräfta";"1996-12-30";"HOLMSERYDSJÖN";6393689;493383;"Holmserydsjön";6393689;493383;"Enkät";"Säker"
10315;"Jönköpings län";"Signalkräfta";"1998-09-02";"EKHULTAÅN";6359154;424472;"Ekhultaån";6359154;424472;"Enkät";"Säker"
10316;"Jönköpings län";"Signalkräfta";"1993-12-31";"SOLGENÅN";6366348;512681;"Solgenån(fusån)";6378759;495470;"Enkät";"Säker"
10317;"Jönköpings län";"Signalkräfta";"1998-12-31";"SOLGENÅN";6366348;512681;"Solgenån(fusån)";6378759;495470;"Enkät";"Säker"
10318;"Jönköpings län";"Signalkräfta";"1993-12-31";"SOLGENÅN";6366348;512681;"Solgenån, nedströms solgen";6377541;506296;"Enkät";"Säker"
10319;"Jönköpings län";"Signalkräfta";"1993-12-31";"SOLGENÅN";6366348;512681;"Solgenån(fusån)";6382455;491927;"Enkät";"Säker"
10320;"Jönköpings län";"Signalkräfta";"1997-09-18";"BELÅN";6334652;419074;"Belån";6334652;419074;"Enkät";"Säker"
10321;"Jönköpings län";"Signalkräfta";"1997-09-17";"BELÅN";6334652;419074;"Belån (vägen till hjulvhult)";6329149;414340;"Enkät";"Säker"
10322;"Jönköpings län";"Signalkräfta";"1996-12-31";"ÅLSJÖN";6387000;513495;"Ålsjön";6387000;513495;"Enkät";"Säker"
10323;"Jönköpings län";"Signalkräfta";"1996-12-31";"SKULTARPASJÖN";6384429;518394;"Skultarpasjön";6384429;518394;"Enkät";"Säker"
10324;"Jönköpings län";"Signalkräfta";"1996-12-31";"LJUNGSJÖN";6362185;457491;"Ljungsjön";6362185;457491;"Enkät";"Säker"
10325;"Jönköpings län";"Signalkräfta";"1996-12-31";"HÖRTINGEN";6393126;518381;"Hörtingen";6393126;518381;"Enkät";"Säker"
10326;"Jönköpings län";"Signalkräfta";"1996-12-30";"SVANSJÖN";6389727;494830;"Svansjön";6389727;494830;"Enkät";"Säker"
10327;"Jönköpings län";"Signalkräfta";"1996-12-29";"RÖSJÖN";6392594;528294;"Rösjön";6392594;528294;"Enkät";"Säker"
10328;"Jönköpings län";"Signalkräfta";"1993-12-31";"RÖSJÖN";6392594;528294;"Rösjön";6392594;528294;"Enkät";"Finns troligen"
10329;"Jönköpings län";"Signalkräfta";"1996-12-30";"RÖSJÖN";6392594;528294;"Rösjön";6392594;528294;"Enkät";"Säker"
10330;"Jönköpings län";"Signalkräfta";"1996-12-30";"NIFSARPEN";6387416;499735;"Nifsarpen";6387416;499735;"Enkät";"Säker"
10331;"Jönköpings län";"Signalkräfta";"1996-12-30";"LÖVSJÖN";6390635;515701;"Lövsjön";6390635;515701;"Enkät";"Säker"
10332;"Jönköpings län";"Signalkräfta";"1996-12-30";"KVARNARPASJÖN";6389294;498733;"Kvarnarpasjön";6389294;498733;"Enkät";"Säker"
10333;"Jönköpings län";"Signalkräfta";"1996-12-30";"KLACKASJÖN";6393524;494645;"Klackasjön";6393524;494645;"Enkät";"Säker"
