Repr_Calle;species;longitude;latitude
0;Margaritifera0;12.5101451100;59.2267465045
0;Margaritifera0;12.6120468700;59.4257652750
0;Margaritifera0;12.5157920100;59.9310349461
0;Margaritifera0;13.7019584500;59.9975531713
0;Margaritifera0;14.3324816600;59.4960563256
0;Margaritifera0;14.6926552500;61.5971315054
0;Margaritifera0;14.7680052700;61.5426270027
0;Margaritifera0;15.1838327100;61.9957200753
0;Margaritifera0;16.8669498800;61.6234114539
0;Margaritifera0;17.1465019100;62.1570633192
0;Margaritifera0;17.1721756800;61.9059550163
0;Margaritifera0;15.3863011500;62.2926127288
0;Margaritifera0;14.7124735500;60.9449066841
2;;19.6648379200;64.3573713075
2;;18.0732597700;64.7383659579
2;;16.6881711700;65.6150673560
2;;19.3961790200;65.9644661318
2;;15.1102480800;57.4903688387
2;;15.5517528200;57.6202526285
2;;14.0972604600;58.0216779451
2;;14.1408376600;58.0695954115
2;;14.1133148700;58.0002327638
2;;13.6066916400;57.5869712053
2;;14.4754883300;56.0561859780
2;;13.3174098300;56.1385678440
2;;13.2684323100;56.3442132786
2;;12.3317076500;57.2597436337
2;;12.4710327100;57.1479002039
2;;12.9030818000;57.6041796168
2;;13.0386230700;57.5206222052
2;;12.9761128300;57.5366618342
2;;13.0419217100;57.3336490544
2;;12.1705989400;57.8085092615
2;;12.4113401300;58.1697191845
2;;12.2851168600;58.6948605606
2;;11.2839390800;58.9554227873
2;;12.6314917600;59.4966596965
2;;12.2852885700;59.5754980649
2;;14.0202680300;59.6579388586
2;;12.4957556900;59.7113265383
2;;12.5320896700;59.8742955871
2;;13.2552268600;60.0377439500
2;;13.6889790700;60.0926259577
2;;12.7002142700;60.3082875252
2;;13.6804914700;60.0256018710
2;;12.9312465900;60.3627606130
2;;12.9178398300;59.9275954395
2;;12.6068366700;59.6485915557
2;;14.1066604600;59.8245537634
2;;14.3305804500;59.8012334404
2;;15.4200371100;59.9824492056
2;;14.7498493000;60.2154049000
2;;13.8574678100;60.4982325558
2;;15.2737958600;60.7320986060
2;;16.3861398300;60.7845157222
2;;15.6794747700;60.8271761795
2;;13.7510431800;60.9048547913
2;;16.2089084200;60.9110568200
2;;13.9847218400;60.9766206723
2;;13.0641422200;61.5284244337
2;;15.5475212500;61.9429958409
2;;15.6709800000;62.0673998222
2;;15.5143901400;62.3619350135
2;;16.0657492100;62.4495535956
2;;17.1269956600;61.2053158428
2;;14.4193699000;61.6820401960
2;;15.0567929400;62.1297691963
2;;14.8934023400;62.1708696370
2;;14.7546997400;62.2683291800
2;;17.3839728000;62.3010360415
2;;14.3828033800;62.6930708135
2;;15.2469354800;62.5031237506
2;;15.4049812900;62.6706410707
2;;15.3449542500;62.5771473781
2;;16.0441271500;64.1017445162
2;;14.9191393200;64.2407900490
2;;15.4923388000;64.5404154406
