species,longitude,latitude
Margaritifera,13.0419217121979,57.3336490543557
Margaritifera,12.1705989477806,57.8085092615449
Margaritifera,12.4113401378325,58.1697191845101
Margaritifera,12.2851168657343,58.6948605605743
Margaritifera,11.2839390841408,58.9554227873188
Margaritifera,12.6314917671198,59.4966596965064
Margaritifera,12.2852885787426,59.575498064919
Margaritifera,14.0202680334913,59.6579388585582
Margaritifera,12.4957556918497,59.7113265382507
Margaritifera,12.5320896786929,59.8742955870584
Margaritifera,13.2552268609779,60.0377439500021
Margaritifera,13.6889790789147,60.0926259576738
Margaritifera,12.7002142770071,60.3082875251988
Margaritifera,13.6804914743714,60.025601870989
Margaritifera,12.9312465911847,60.3627606130025
Margaritifera,12.917839839437,59.9275954395389
Margaritifera,12.6068366764788,59.6485915557066
Margaritifera,14.1066604660387,59.8245537634148
Margaritifera,14.3305804581695,59.8012334404348
Margaritifera,15.4200371154082,59.9824492056413
Margaritifera,14.7498493083555,60.2154049000363
Margaritifera,13.8574678157535,60.4982325557892
Margaritifera,15.2737958618911,60.7320986059578
Margaritifera,16.3861398374919,60.7845157222335
Margaritifera,15.6794747728836,60.8271761795294
Margaritifera,13.7510431855178,60.9048547913486
Margaritifera,16.208908426883,60.9110568200472
Margaritifera,13.98472184831,60.9766206723013
Margaritifera,13.0641422287878,61.5284244336581
Margaritifera,15.5475212552148,61.9429958409223
Margaritifera,15.6709800011559,62.067399822239
Margaritifera,15.5143901474885,62.3619350135318
Margaritifera,16.0657492198049,62.4495535955643
Margaritifera,17.1269956670141,61.2053158428352
Margaritifera,14.4193699040857,61.6820401960023
Margaritifera,15.0567929435288,62.1297691963354
Margaritifera,14.8934023433395,62.1708696369788
Margaritifera,14.7546997441318,62.2683291800162
Margaritifera,17.3839728077297,62.3010360414954
Margaritifera,14.3828033880059,62.6930708135198
Margaritifera,15.2469354808221,62.5031237505672
Margaritifera,15.404981295954,62.6706410706739
Margaritifera,15.3449542591954,62.5771473780594
Margaritifera,16.0441271574174,64.1017445161852
Margaritifera,14.9191393210459,64.2407900489845
Margaritifera,15.4923388081997,64.5404154406154
